prefix,vendor,assignment_type
002480,Meteocontrol GmbH,MA-L
C4BD8D,"SHENZHEN CHUANGWEI-RGB ELECTRONICS CO.,LTD",MA-L
944BF8,TOZO INC,MA-L
989DB2,GOIP Global Services Pvt. Ltd.,MA-L
683421,Intel Corporate,MA-L
002218,Akamai Technologies Inc.,MA-L
00019C,Lumentum,MA-L
68E905,"Fiberhome Telecommunication Technologies Co.,LTD",MA-L
34E3FB,"Samsung Electronics Co.,Ltd",MA-L
98348C,Great Talent Technology Limited,MA-L
985F41,Intel Corporate,MA-L
AC3971,"Realme Chongqing Mobile Telecommunications Corp.,Ltd.",MA-L
A044B7,PAX Computer Technology(Shenzhen) Ltd.,MA-L
601D16,Med-Eng Holdings ULC,MA-L
985A98,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
E0AD9B,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
B05A44,Fibocom Wireless Inc.,MA-L
38F18F,"Technicolor (China) Technology Co., Ltd.",MA-L
4099F6,"Telink Semiconductor(Shanghai) Co.,Ltd",MA-L
CC8C17,ITEL MOBILE LIMITED,MA-L
34CFB5,Robotic d.o.o.,MA-L
849CA4,Mimosa Networks,MA-L
00D6CB,"Quectel Wireless Solutions Co.,Ltd.",MA-L
883E0D,HD Hyundai Electric,MA-L
B83B8F,"Hangzhou Hylin IoT Techonology Co.,Ltd.",MA-L
0003C5,Mobotix AG,MA-L
58A8E8,Amazon Technologies Inc.,MA-L
00E05C,PHC Corporation,MA-L
640C91,"Apple, Inc.",MA-L
5893E8,"Apple, Inc.",MA-L
F004E1,"Apple, Inc.",MA-L
708CF2,"Apple, Inc.",MA-L
F873DF,"Apple, Inc.",MA-L
141BA0,"Apple, Inc.",MA-L
9C4FAC,zte corporation,MA-L
A8C246,"Gemtek Technology Co., Ltd.",MA-L
CC817D,"Apple, Inc.",MA-L
20F094,"Google, Inc.",MA-L
60C22A,"Allwinner Technology Co., Ltd",MA-L
700894,Liteon Technology Corporation,MA-L
B0386C,EFM Networks,MA-L
BCF212,Telink Micro LLC,MA-L
2C0B97,Xiaomi Communications Co Ltd,MA-L
74238D,zte corporation,MA-L
D069C1,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
542F2B,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
A41162,Arlo Technology,MA-L
08BAB7,Ceragon Networks Ltd.,MA-L
A067D6,Nokia,MA-L
E82689,Hewlett Packard Enterprise,MA-L
B8D4E7,Hewlett Packard Enterprise,MA-L
F860F0,Hewlett Packard Enterprise,MA-L
1C28AF,Hewlett Packard Enterprise,MA-L
28DE65,Hewlett Packard Enterprise,MA-L
88E9A4,Hewlett Packard Enterprise,MA-L
9CDC71,Hewlett Packard Enterprise,MA-L
303FBB,Hewlett Packard Enterprise,MA-L
F42E7F,Hewlett Packard Enterprise,MA-L
B83A5A,Hewlett Packard Enterprise,MA-L
A8BD27,Hewlett Packard Enterprise,MA-L
40B93C,Hewlett Packard Enterprise,MA-L
E0071B,Hewlett Packard Enterprise,MA-L
D89403,Hewlett Packard Enterprise,MA-L
186472,Hewlett Packard Enterprise,MA-L
6CF37F,Hewlett Packard Enterprise,MA-L
24DEC6,Hewlett Packard Enterprise,MA-L
84D47E,Hewlett Packard Enterprise,MA-L
943FC2,Hewlett Packard Enterprise,MA-L
9440C9,Hewlett Packard Enterprise,MA-L
3810F0,Hewlett Packard Enterprise,MA-L
CC88C7,Hewlett Packard Enterprise,MA-L
EC0273,Hewlett Packard Enterprise,MA-L
D04DC6,Hewlett Packard Enterprise,MA-L
9460D5,Hewlett Packard Enterprise,MA-L
882510,Hewlett Packard Enterprise,MA-L
D4E053,Hewlett Packard Enterprise,MA-L
441244,Hewlett Packard Enterprise,MA-L
54F0B1,Hewlett Packard Enterprise,MA-L
B837B2,Hewlett Packard Enterprise,MA-L
0CD3A1,Monthly Kitchen,MA-L
001EC6,"Leviton Manufacturing Co., Inc",MA-L
44A3BB,Intel Corporate,MA-L
94B609,Intel Corporate,MA-L
7C1E4A,FORTUNE MARKETING PRIVATE LIMITED,MA-L
C0BFBE,AzureWave Technology Inc.,MA-L
3CBD69,"Nokia Shanghai Bell Co., Ltd.",MA-L
1CEAAC,"Beijing Xiaomi Mobile Software Co., Ltd",MA-L
84652B,Donaldson Company,MA-L
58DB09,"Quectel Wireless Solutions Co.,Ltd.",MA-L
783409,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
149AA3,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
A0AD62,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
5C87D8,IEEE Registration Authority,MA-L
50B140,ELPROMA ELEKTRONIKA SP Z O O,MA-L
8CC5D0,"Samsung Electronics Co.,Ltd",MA-L
28B591,"Cisco Systems, Inc",MA-L
08023C,"Samsung Electronics Co.,Ltd",MA-L
78B6FE,"Samsung Electronics Co.,Ltd",MA-L
9CCE88,"Ruijie Networks Co.,LTD",MA-L
9054B7,Eltex Enterprise LTD,MA-L
BC9424,TCT mobile ltd,MA-L
849E56,CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.,MA-L
249E7D,"Beijing Roborock Technology Co., Ltd.",MA-L
5C8AAE,CHINA DRAGON TECHNOLOGY LIMITED,MA-L
909F22,Zyxel Communications Corporation,MA-L
2CCA16,"Apple, Inc.",MA-L
14147D,"Apple, Inc.",MA-L
102381,"Barrot Technology Co.,LTD",MA-L
E8B723,"Shenzhen Vatilon Electronics Co.,Ltd",MA-L
1889A0,"Funshion Online Technologies Co.,Ltd",MA-L
7C2C67,Espressif Inc.,MA-L
98874C,SERVERCOM (INDIA) PRIVATE LIMITED,MA-L
C08A60,AltoBeam Inc.,MA-L
C8608F,"Cisco Systems, Inc",MA-L
B8C007,tickIoT Inc.,MA-L
10907D,"Funshion Online Technologies Co.,Ltd",MA-L
400326,NXP Semiconductor (Tianjin) LTD.,MA-L
1C6A1B,Ubiquiti Inc,MA-L
2005B6,OpenWrt,MA-L
68F125,Data Controls Inc.,MA-L
008320,"Huawei Device Co., Ltd.",MA-L
7C68B9,"Huawei Device Co., Ltd.",MA-L
9028F6,"Wuhan Yangtze Optical Technology CO.,Ltd.",MA-L
20A200,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
7CA8EC,Hewlett Packard Enterprise,MA-L
F4D0A7,"Zhejiang Weilai Jingling Artificial Intelligence Technology Co., Ltd.",MA-L
20F307,zte corporation,MA-L
B4E3D0,LG Electronics,MA-L
3CD1C9,Groupe SEB,MA-L
EC554D,Private,MA-L
084F66,"Shenzhen Skyworth Digital  Technology  CO., Ltd",MA-L
CCDA20,"Beijing Xiaomi Mobile Software Co., Ltd",MA-L
B0F2F6,"Samsung Electronics Co.,Ltd",MA-L
241972,"Quectel Wireless Solutions Co.,Ltd.",MA-L
503D7F,"Nokia Shanghai Bell Co., Ltd.",MA-L
001710,AxyomCore Inc.,MA-L
143A9A,"Hon Hai Precision Industry Co.,LTD",MA-L
C8E07A,"Fiberhome Telecommunication Technologies Co.,LTD",MA-L
D069FF,"Fiberhome Telecommunication Technologies Co.,LTD",MA-L
84FFC2,"Cisco Systems, Inc",MA-L
788517,"Cisco Systems, Inc",MA-L
48A4FD,AltoBeam Inc.,MA-L
48F1EB,"Nintendo Co.,Ltd",MA-L
501B6A,"SUNITEC TECHNOLOGY CO.,LIMITED",MA-L
8C0DD9,Skullcandy,MA-L
4465E0,"Merlion Consulting Services (Shenzhen) Co., Ltd",MA-L
741EB1,"Samsung Electronics Co.,Ltd",MA-L
A49FE7,"Samsung Electronics Co.,Ltd",MA-L
A41A6E,zte corporation,MA-L
CC3F36,"Apple, Inc.",MA-L
102FCA,"Apple, Inc.",MA-L
542097,TTTech Auto  AG,MA-L
28D244,"LCFC(Hefei) Electronics Technology co., ltd",MA-L
507B9D,"LCFC(Hefei) Electronics Technology co., ltd",MA-L
88A4C2,"LCFC(Hefei) Electronics Technology co., ltd",MA-L
6C2408,"LCFC(Hefei) Electronics Technology co., ltd",MA-L
9C2DCD,"LCFC(Hefei) Electronics Technology co., ltd",MA-L
D048A1,Juniper Networks,MA-L
68F728,"LCFC(Hefei) Electronics Technology co., ltd",MA-L
C85B76,"LCFC(Hefei) Electronics Technology co., ltd",MA-L
8C1645,"LCFC(Hefei) Electronics Technology co., ltd",MA-L
38F3AB,"LCFC(Hefei) Electronics Technology co., ltd",MA-L
98F1AE,Senaisc,MA-L
F04B8A,Vantiva USA LLC,MA-L
2CEADA,ICC Intelligent Platforms GmbH,MA-L
C0470E,Dell Inc.,MA-L
ACA613,Aivres SYSTEMS INC,MA-L
2496D5,"NEXCON Technology Co.,ltd.",MA-L
CC38D0,Palo Alto Networks,MA-L
F49EA4,Epiq Solutions,MA-L
8006D9,zte corporation,MA-L
94C36B,DRD Automation GmbH,MA-L
BC0435,"GD Midea Air-Conditioning Equipment Co.,Ltd.",MA-L
E43022,Hanwha Vision VietNam,MA-L
C096A4,"Fiberhome Telecommunication Technologies Co.,LTD",MA-L
EC7359,"Shenzhen Cloudsky Technologies Co., Ltd.",MA-L
80C01E,Intel Corporate,MA-L
4C4929,"TCL King Electrical Appliances(Huizhou)Co.,Ltd",MA-L
94EC32,Silicon Laboratories,MA-L
345A60,"Micro-Star INTL CO., LTD.",MA-L
BCA13A,VusionGroup,MA-L
C4B691,Angel Robotics,MA-L
C88234,"Cisco Systems, Inc",MA-L
AC86D1,IEEE Registration Authority,MA-L
84BE8B,"Chengdu Geeker Technology Co., Ltd.",MA-L
98A14A,"Quectel Wireless Solutions Co.,Ltd.",MA-L
F8B3B7,Espressif Inc.,MA-L
C4EB68,VusionGroup,MA-L
AC3351,Ericsson AB,MA-L
E4B323,Espressif Inc.,MA-L
30DDAA,"ZHEJIANG DAHUA TECHNOLOGYCO.,LTD",MA-L
B89165,"Zhejiang Tmall Technology Co., Ltd.",MA-L
709AC4,"Huawei Device Co., Ltd.",MA-L
C8DD6A,OHSUNG,MA-L
C4FF84,IEEE Registration Authority,MA-L
1C4D89,"Hangzhou Huacheng Network Technology Co.,Ltd",MA-L
344A1B,zte corporation,MA-L
B4BA6A,TECNO MOBILE LIMITED,MA-L
045665,"Nokia Shanghai Bell Co., Ltd.",MA-L
B44130,Jabil Circuit (Guangzhou) Ltd.,MA-L
A0334F,"Cisco Systems, Inc",MA-L
A0A47F,"Cisco Systems, Inc",MA-L
9070BF,Mimosa Networks,MA-L
ACB480,Dell Inc.,MA-L
28A915,SERVERCOM (INDIA) PRIVATE LIMITED,MA-L
44370B,Guangzhou Shiyuan Electronic Technology Company Limited,MA-L
24AECC,"Honor Device Co., Ltd.",MA-L
10A30F,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
C4F7C1,"Apple, Inc.",MA-L
386233,"Apple, Inc.",MA-L
3C8A1F,Espressif Inc.,MA-L
2043A8,Espressif Inc.,MA-L
D4DD0B,WAVETEL TECHNOLOGY LIMITED,MA-L
74866F,zte corporation,MA-L
546CAC,Intelbras,MA-L
540F2C,Arista Networks,MA-L
9082C3,Quanta Computer Inc.,MA-L
1CC089,Silicon Laboratories,MA-L
BC2B02,CHINA DRAGON TECHNOLOGY LIMITED,MA-L
D4A365,Xiaomi Communications Co Ltd,MA-L
7C60DB,zte corporation,MA-L
C0482F,IEEE Registration Authority,MA-L
007532,Integrated Engineering BV,MA-L
585924,"Nanjing Simon Info Tech Co.,Ltd.",MA-L
909DAC,Infinix mobility limited,MA-L
24DE8A,Nokia Solutions and Networks GmbH & Co. KG,MA-L
C8E5E0,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
BCB4FD,NXP Semiconductor (Tianjin) LTD.,MA-L
580987,Amazon Technologies Inc.,MA-L
94F717,CIG SHANGHAI CO LTD,MA-L
E806EB,ShieldSOS LLC,MA-L
78202E,Skychers Creations ShenZhen Limited,MA-L
946C04,EM Microelectronic,MA-L
98C97C,"Shenzhen iComm Semiconductor CO.,LTD",MA-L
84B4D2,"Shenzhen iComm Semiconductor CO.,LTD",MA-L
BC095C,FiSens GmbH,MA-L
C01944,Juniper Networks,MA-L
AC04AA,GoPro,MA-L
E85C5F,FN-LINK TECHNOLOGY Ltd.,MA-L
001582,Pulse Eight Limited,MA-L
504F3B,"Beijing Xiaomi Mobile Software Co., Ltd",MA-L
840F2A,"Jiangxi Risound Electronics Co.,LTD",MA-L
5CF796,"New H3C Technologies Co., Ltd",MA-L
4CC096,"Shenzhen SuperElectron Technology Co.,Ltd.",MA-L
BCFF54,zte corporation,MA-L
4C2B3B,"Huawei Device Co., Ltd.",MA-L
949386,"Shenzhen SiACRRIER Industry Machines Co.,LTD",MA-L
E4B107,"Huawei Device Co., Ltd.",MA-L
58B18F,"Huawei Device Co., Ltd.",MA-L
648624,"Beijing Global Safety Technology Co., LTD.",MA-L
687D00,"Shenzhen YOUHUA Technology Co., Ltd",MA-L
282E30,"MECHATRONICS INNOVATION TECHNOLOGIES, S.L.U.",MA-L
509B94,"Shenzhen iComm Semiconductor CO.,LTD",MA-L
48264C,"BSH Electrical Appliances (Jiangsu) Co., Ltd.",MA-L
D498B9,"vivo Mobile Communication Co., Ltd.",MA-L
E4E608,Kiwibit Inc.,MA-L
8C902D,TP-Link Systems Inc.,MA-L
B4E025,ITLook,MA-L
10E18E,"Universal Global Scientific Industrial., Ltd",MA-L
B07ADF,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
34FFF3,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
CC54FE,Mimosa Networks,MA-L
7488A8,"Bouffalo Lab (Nanjing) Co., Ltd.",MA-L
04CDC0,"Mist Systems, Inc.",MA-L
54A104,"OPTOWL Co.,Ltd",MA-L
0CFA22,FLIPPER DEVICES INC,MA-L
5C4071,Xiaomi Communications Co Ltd,MA-L
3CC683,"Sichuan AI-Link Technology Co., Ltd.",MA-L
9C67D6,Intel Corporate,MA-L
6C1270,"Apple, Inc.",MA-L
E8F928,ENGINKO SRL,MA-L
882222,VusionGroup,MA-L
3CAB72,"Nanjing Qinheng Microelectronics Co., Ltd.",MA-L
603C0E,"Guizhou Huaxin Information Technology Co.,Ltd",MA-L
B40E06,"Third Reality, Inc",MA-L
8C8B48,Silicon Laboratories,MA-L
105725,"Cisco Systems, Inc",MA-L
9CA9B8,"Cisco Systems, Inc",MA-L
40F49F,"Cisco Systems, Inc",MA-L
B48970,"IGEN Tech Co., Ltd.",MA-L
542B1C,Amazon Technologies Inc.,MA-L
A402B7,Amazon Technologies Inc.,MA-L
ACEC80,Commscope,MA-L
C005C2,Commscope,MA-L
0016B5,Commscope,MA-L
001700,Commscope,MA-L
A47AA4,Commscope,MA-L
CC7D37,Commscope,MA-L
000B06,Commscope,MA-L
001180,Commscope,MA-L
00159A,Commscope,MA-L
0015A8,Commscope,MA-L
306023,Commscope,MA-L
903EAB,Commscope,MA-L
001DD6,Commscope,MA-L
0011AE,Commscope,MA-L
00128A,Commscope,MA-L
00D088,Commscope,MA-L
E0B70A,Commscope,MA-L
C83FB4,Commscope,MA-L
901ACA,Commscope,MA-L
14ABF0,Commscope,MA-L
3C438E,Commscope,MA-L
94CCB9,Commscope,MA-L
001DCE,Commscope,MA-L
001AAD,Commscope,MA-L
84E058,Commscope,MA-L
00D037,Commscope,MA-L
446AB7,Commscope,MA-L
00ACE0,Commscope,MA-L
74EAE8,Commscope,MA-L
986B3D,Commscope,MA-L
341FE4,Commscope,MA-L
8496D8,Commscope,MA-L
A0C562,Commscope,MA-L
D0E54D,Commscope,MA-L
707630,Commscope,MA-L
0026BA,Commscope,MA-L
0025F1,Commscope,MA-L
0025F2,Commscope,MA-L
0024C1,Commscope,MA-L
5CB066,Commscope,MA-L
0026D9,Commscope,MA-L
001F7E,Commscope,MA-L
001ADB,Commscope,MA-L
0023A3,Commscope,MA-L
001404,Commscope,MA-L
001C12,Commscope,MA-L
002375,Commscope,MA-L
00230B,Commscope,MA-L
74E7C6,Commscope,MA-L
CC3E79,Commscope,MA-L
28F5D1,Commscope,MA-L
10E177,Commscope,MA-L
A46EA7,"DX ANTENNA CO.,LTD.",MA-L
ACDB48,Commscope,MA-L
C863FC,Commscope,MA-L
946269,Commscope,MA-L
20F375,Commscope,MA-L
84BB69,Commscope,MA-L
20F19E,Commscope,MA-L
EC7097,Commscope,MA-L
5819F8,Commscope,MA-L
B4F2E8,Commscope,MA-L
2C9569,Commscope,MA-L
A0687E,Commscope,MA-L
A8705D,Commscope,MA-L
786A1F,Commscope,MA-L
2494CB,Commscope,MA-L
2CA17D,Commscope,MA-L
F40E83,Commscope,MA-L
98F7D7,Commscope,MA-L
A8F5DD,Commscope,MA-L
1820D5,Commscope,MA-L
88EF16,Commscope,MA-L
F0FCC8,Commscope,MA-L
948FCF,Commscope,MA-L
2C00AB,Commscope,MA-L
1CC8C1,HongKong YiTong Technology Ltd.,MA-L
30294B,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
E04E5D,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
9C4929,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
D02AAA,Infinix mobility limited,MA-L
9C8306,"Samsung Electronics Co.,Ltd",MA-L
68DFE4,"Samsung Electronics Co.,Ltd",MA-L
5067E0,Altice Labs,MA-L
00909D,"NovaTech, LLC",MA-L
94F7BE,SERCOMM PHILIPPINES INC,MA-L
880E85,Shenzhen Boomtech Industrial Corporation,MA-L
A08A06,ASKEY COMPUTER CORP,MA-L
7826A6,zte corporation,MA-L
C051F3,CIG SHANGHAI CO LTD,MA-L
14EAA1,"Micronet union Technology (chengdu) co., Ltd",MA-L
6C40E8,"vivo Mobile Communication Co., Ltd.",MA-L
F80584,EM Microelectronic,MA-L
1480CC,"Quectel Wireless Solutions Co.,Ltd.",MA-L
CC20AC,"Samsung Electronics Co.,Ltd",MA-L
44F53E,Earda Technologies co Ltd,MA-L
3001AF,"Cisco Systems, Inc",MA-L
B4CADD,"Cisco Systems, Inc",MA-L
1C9468,"New H3C Technologies Co., Ltd",MA-L
FCB577,Cortex Security Inc,MA-L
00A045,Phoenix Contact GmbH & Co. KG,MA-L
08468B,"Guangdong NanGuang Photo & Video Systems Co., Ltd",MA-L
FCC2E5,"HOLOWITS TECHNOLOGIES CO.,LTD",MA-L
981E89,Tianyi Telecom Terminals Company Limited,MA-L
205A8F,"Shenzhen Hikeen Technology Co.,LTD",MA-L
4CDA38,Texas Instruments,MA-L
CCDAB5,Texas Instruments,MA-L
30E4D8,"Huawei Device Co., Ltd.",MA-L
90BFD9,Smart Innovation LLC,MA-L
B88880,Shanghai Imilab Technology Co.Ltd,MA-L
DC88A1,ITEL MOBILE LIMITED,MA-L
9C4782,"TP-LINK TECHNOLOGIES CO.,LTD.",MA-L
68286C,Sony Interactive Entertainment Inc.,MA-L
38AA09,"Cisco Systems, Inc",MA-L
D0AA5F,IEEE Registration Authority,MA-L
DC3262,"Nanjing Qinheng Microelectronics Co., Ltd.",MA-L
E4FE43,"Beijing Xiaomi Mobile Software Co., Ltd",MA-L
38D6E0,"TOPDON TECHNOLOGY Co.,Ltd.",MA-L
D806F3,Arista Networks,MA-L
781C9D,Silicon Laboratories,MA-L
3CBD14,Diebold Nixdorf,MA-L
A09A8E,"Apple, Inc.",MA-L
BC9F58,"Apple, Inc.",MA-L
90CDE8,"Apple, Inc.",MA-L
70EDFA,imperix Ltd,MA-L
00210E,Gilbarco Inc.,MA-L
E86D16,Elmec Elettronica SRL,MA-L
84FE40,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
ECE9F5,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
D0AB4A,Telink Micro LLC,MA-L
6C7DB7,Cisco Meraki,MA-L
14BAAF,BKS GmbH,MA-L
5CCDA8,ITEL MOBILE LIMITED,MA-L
9CC2C4,"IEIT SYSTEMS Co., Ltd.",MA-L
6C92BF,"IEIT SYSTEMS Co., Ltd.",MA-L
D4E4C3,Ciena Corporation,MA-L
3C1A65,Nokia,MA-L
94224C,"Qingdao Haier Technology Co.,Ltd",MA-L
54263D,Sony Corporation,MA-L
54808A,PT. BIZLINK TECHNOLOGY INDONESIA,MA-L
F0F069,Private,MA-L
6C78C1,Juniper Networks,MA-L
8CF0DF,"Beijing Zhongyuan Yishang Technology Co.,LTD",MA-L
F8388D,"New H3C Technologies Co., Ltd",MA-L
34D868,Broadcom Limited,MA-L
402F51,Maxtek Optoelectronics Ltd,MA-L
E0A498,"SHENZHEN ORFA TECH CO.,LTD",MA-L
B05A7B,"Huawei Device Co., Ltd.",MA-L
A808CF,Vestel Elektronik San ve Tic. A.S.,MA-L
54489C,CDOUBLES ELECTRONICS CO. LTD.,MA-L
E03DA6,Taicang T&W Electronics,MA-L
BCCD99,Intel Corporate,MA-L
00C029,Aginode Germany GmbH,MA-L
AC45EF,Intel Corporate,MA-L
280C50,Intel Corporate,MA-L
E466E5,"Nanjing Qinheng Microelectronics Co., Ltd.",MA-L
04A85A,"SZ DJI TECHNOLOGY CO.,LTD",MA-L
387F8B,"Apple, Inc.",MA-L
5C13CC,"Apple, Inc.",MA-L
4CCDB6,"Apple, Inc.",MA-L
000F15,Icotera A/S,MA-L
001E80,Icotera A/S,MA-L
0CF07B,"Shenzhen Skyworth Digital  Technology  CO., Ltd",MA-L
A04839,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
F48918,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
08B657,AVM Audiovisuelles Marketing und Computersysteme GmbH,MA-L
F46802,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
0017A5,MediaTek Inc,MA-L
44A7F4,"Apple, Inc.",MA-L
186696,IEEE Registration Authority,MA-L
000A00,MediaTek Inc,MA-L
44FEEF,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",MA-L
2475B3,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",MA-L
6433AA,"Mellanox Technologies, Inc.",MA-L
A0AD9F,ASUSTek COMPUTER INC.,MA-L
785F6C,Arista Networks,MA-L
FC5ADC,Keenetic Limited,MA-L
84EAED,"Roku, Inc",MA-L
6092C8,"Roku, Inc",MA-L
203462,Xiaomi Communications Co Ltd,MA-L
6045E8,Arcadyan Corporation,MA-L
C0DCAB,LG Innotek,MA-L
10B676,HP Inc.,MA-L
54DCE9,Silicon Laboratories,MA-L
9CE549,IEEE Registration Authority,MA-L
9C5385,PT. Hartono Istana Teknologi,MA-L
248602,"Bouffalo Lab (Nanjing) Co., Ltd.",MA-L
B42F03,"Quectel Wireless Solutions Co.,Ltd.",MA-L
90B942,zte corporation,MA-L
201E1D,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
00006C,Schneider Electric,MA-L
60D8A4,Vantiva Connected Home - Technologies Telco,MA-L
48A6B8,"Sonos, Inc.",MA-L
C43875,"Sonos, Inc.",MA-L
2019F3,"WavTek Technologies, Inc",MA-L
5CAAFD,"Sonos, Inc.",MA-L
B8E937,"Sonos, Inc.",MA-L
98FE3E,Intel Corporate,MA-L
58263A,Silicon Laboratories,MA-L
D4FE28,Silicon Laboratories,MA-L
6C55B1,Amazon Technologies Inc.,MA-L
50995A,Amazon Technologies Inc.,MA-L
54EF5B,Science Corporation,MA-L
C4710F,Xiaomi Communications Co Ltd,MA-L
389E4C,Hewlett Packard Enterprise,MA-L
1894A3,"Wistron Service(Kunshan) Co., Ltd.",MA-L
A80B6B,Chipsea Technologies (Shenzhen) Corp.,MA-L
04CA8D,Enfabrica,MA-L
8C7112,Microchip Technologies Inc,MA-L
C0A810,Intel Corporate,MA-L
04F0EE,Intel Corporate,MA-L
BCF105,Intel Corporate,MA-L
F47257,"Jiangxi Remote lntelligence Technology Co.,Ltd",MA-L
1CF43F,Arcadyan Corporation,MA-L
348D13,Silicon Laboratories,MA-L
84AF1F,GopherTec Inc.,MA-L
000FEC,GopherTec Inc.,MA-L
B0D41F,MOBITITECABSOLUT S.A.,MA-L
781C3C,Espressif Inc.,MA-L
383FE8,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
B0EA19,"TPV Audio and Visual Technology (Shenzhen) Co.,Ltd.",MA-L
20BBBC,"Hangzhou Ezviz Software Co.,Ltd.",MA-L
B0F5C8,AMPAK Technology Inc.,MA-L
F868FF,"Cisco Systems, Inc",MA-L
0CEF15,TP-Link Systems Inc.,MA-L
4476E7,TECNO MOBILE LIMITED,MA-L
7CFE62,ShenZhen XinZhongXin Technology Co.， Ltd,MA-L
C4CCF9,zte corporation,MA-L
202051,zte corporation,MA-L
785237,zte corporation,MA-L
60BD83,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
1067A3,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
E00ECE,"Fiberhome Telecommunication Technologies Co.,LTD",MA-L
78818C,"Nintendo Co.,Ltd",MA-L
E01333,General Motors,MA-L
3C32B9,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",MA-L
DC7306,Vantiva Connected Home - Home Networks,MA-L
7CF17E,TP-Link Systems Inc,MA-L
FC4CEF,"Huawei Device Co., Ltd.",MA-L
443659,Robert Bosch GmbH,MA-L
98254A,TP-Link Systems Inc,MA-L
D8B293,TOPSSD,MA-L
ACC3E5,Cisco Meraki,MA-L
C8AAB2,"SHENZHEN CHUANGWEI-RGB ELECTRONICS CO.,LTD",MA-L
74FECE,TP-Link Systems Inc,MA-L
242FD0,TP-Link Systems Inc,MA-L
80F3EF,"Meta Platforms, Inc.",MA-L
8457F7,"Meta Platforms, Inc.",MA-L
503A0F,ALL Winner (Hong Kong) Limited,MA-L
A84674,Espressif Inc.,MA-L
88225B,Hewlett Packard Enterprise,MA-L
DC6279,TP-Link Systems Inc,MA-L
D032C3,D-Link Corporation,MA-L
A8D861,ITEL MOBILE LIMITED,MA-L
005F67,TP-Link Systems Inc,MA-L
60A4B7,TP-Link Systems Inc,MA-L
94BE36,ADOPT NETTECH PVT LTD,MA-L
5CE931,TP-Link Systems Inc,MA-L
8CB50E,"Cisco Systems, Inc",MA-L
48C030,Kogniza Inc.,MA-L
A84616,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
A4C788,Xiaomi Communications Co Ltd,MA-L
AC0650,"Shanghai Baosight Software Co., Ltd",MA-L
008667,LG Innotek,MA-L
B8E44A,Xconnect,MA-L
CC0388,MangoBoost Inc,MA-L
F0F56D,Kubota Corporation,MA-L
000B91,Xovis Germany GmbH,MA-L
A4D501,Yucca Technology Company Limited.,MA-L
A4F6E6,"Apple, Inc.",MA-L
D463C0,"Apple, Inc.",MA-L
840511,"Apple, Inc.",MA-L
189067,"Shenzhen Jingxun Technology Co., Ltd.",MA-L
84D7DE,"HUAWEI TECHNOLOGIES CO.,LTD",MA-L
8C3066,Ubiquiti Inc,MA-L
D40A9E,GO development GmbH,MA-L
2C1B3A,"Hui Zhou Gaoshengda Technology Co.,LTD",MA-L
DC813D,"SHANGHAI XIANGCHENG COMMUNICATION TECHNOLOGY CO., LTD",MA-L
6083F8,"SICHUAN HUAKUN ZHENYU INTELLIGENT TECHNOLOGY CO.,LTD",MA-L
B034FB,"ShenZhen Microtest Automation Co.,Ltd",MA-L
60DC0D,"TAIWAN SHIN KONG SECURITY CO., LTD",MA-L
F01204,IEEE Registration Authority,MA-L
001645,Eaton Corporation,MA-L
7CEE7B,Logically Us Ltd,MA-L
58C587,AltoBeam Inc.,MA-L
603C68,Garmin International,MA-L
5CA64F,TP-Link Systems Inc.,MA-L
64CDF1,"KO & AL Co., Ltd",MA-L
185111,"Universal Electronics, Inc.",MA-L
4CBB6F,Infinix mobility limited,MA-L
2051F5,Earda Technologies co Ltd,MA-L
AC17C8,Cisco Meraki,MA-L
981888,Cisco Meraki,MA-L
4CC8A1,Cisco Meraki,MA-L
