consulta,horario_pc,horario_dvr,canal,resolvido,gravacao_encontrada,ultima_gravacao,atraso_segundos,has_more
16,2026-09-18T08:50:00,2026-09-18T08:49:53-03:00,13,True,False,,,False
16,2026-09-18T08:50:00,2026-09-18T08:49:53-03:00,14,True,False,,,False
16,2026-09-18T08:50:00,2026-09-18T08:49:53-03:00,15,True,False,,,False
16,2026-09-18T08:50:00,2026-09-18T08:49:53-03:00,16,True,False,,,False
17,2026-09-18T08:50:20,2026-09-18T08:50:14-03:00,1,True,True,2026-09-18T08:49:52Z,22.0,False
17,2026-09-18T08:50:20,2026-09-18T08:50:14-03:00,2,True,True,2026-09-18T08:50:14Z,0.0,False
17,2026-09-18T08:50:20,2026-09-18T08:50:14-03:00,3,True,True,2026-09-18T08:49:52Z,22.0,False
17,2026-09-18T08:50:20,2026-09-18T08:50:14-03:00,4,True,True,2026-09-18T08:50:14Z,0.0,False
17,2026-09-18T08:50:20,2026-09-18T08:50:14-03:00,5,True,True,2026-09-18T08:49:53Z,21.0,False
17,2026-09-18T08:50:20,2026-09-18T08:50:14-03:00,6,True,True,2026-09-18T08:49:53Z,21.0,False
17,2026-09-18T08:50:20,2026-09-18T08:50:14-03:00,7,True,True,2026-09-18T08:50:14Z,0.0,False
17,2026-09-18T08:50:20,2026-09-18T08:50:14-03:00,8,True,True,2026-09-18T08:49:53Z,21.0,False
17,2026-09-18T08:50:20,2026-09-18T08:50:14-03:00,9,True,True,2026-09-18T08:49:53Z,21.0,False
17,2026-09-18T08:50:20,2026-09-18T08:50:14-03:00,10,True,True,2026-09-18T08:49:53Z,21.0,False
17,2026-09-18T08:50:20,2026-09-18T08:50:14-03:00,11,True,True,2026-09-18T08:49:54Z,20.0,False
17,2026-09-18T08:50:20,2026-09-18T08:50:14-03:00,12,True,True,2026-09-18T08:49:53Z,21.0,False
17,2026-09-18T08:50:20,2026-09-18T08:50:14-03:00,13,True,False,,,False
17,2026-09-18T08:50:20,2026-09-18T08:50:14-03:00,14,True,False,,,False
17,2026-09-18T08:50:20,2026-09-18T08:50:14-03:00,15,True,False,,,False
17,2026-09-18T08:50:20,2026-09-18T08:50:14-03:00,16,True,False,,,False
18,2026-09-18T08:50:41,2026-09-18T08:50:35-03:00,1,True,True,2026-09-18T08:50:14Z,21.0,False
18,2026-09-18T08:50:41,2026-09-18T08:50:35-03:00,2,True,True,2026-09-18T08:50:14Z,21.0,False
18,2026-09-18T08:50:41,2026-09-18T08:50:35-03:00,3,True,True,2026-09-18T08:50:35Z,0.0,False
18,2026-09-18T08:50:41,2026-09-18T08:50:35-03:00,4,True,True,2026-09-18T08:50:14Z,21.0,False
18,2026-09-18T08:50:41,2026-09-18T08:50:35-03:00,5,True,True,2026-09-18T08:50:14Z,21.0,False
18,2026-09-18T08:50:41,2026-09-18T08:50:35-03:00,6,True,True,2026-09-18T08:50:35Z,0.0,False
18,2026-09-18T08:50:41,2026-09-18T08:50:35-03:00,7,True,True,2026-09-18T08:50:14Z,21.0,False
18,2026-09-18T08:50:41,2026-09-18T08:50:35-03:00,8,True,True,2026-09-18T08:50:14Z,21.0,False
18,2026-09-18T08:50:41,2026-09-18T08:50:35-03:00,9,True,True,2026-09-18T08:50:35Z,0.0,False
18,2026-09-18T08:50:41,2026-09-18T08:50:35-03:00,10,True,True,2026-09-18T08:50:14Z,21.0,False
18,2026-09-18T08:50:41,2026-09-18T08:50:35-03:00,11,True,True,2026-09-18T08:50:15Z,20.0,False
18,2026-09-18T08:50:41,2026-09-18T08:50:35-03:00,12,True,True,2026-09-18T08:50:14Z,21.0,False
18,2026-09-18T08:50:41,2026-09-18T08:50:35-03:00,13,True,False,,,False
18,2026-09-18T08:50:41,2026-09-18T08:50:35-03:00,14,True,False,,,False
18,2026-09-18T08:50:41,2026-09-18T08:50:35-03:00,15,True,False,,,False
18,2026-09-18T08:50:41,2026-09-18T08:50:35-03:00,16,True,False,,,False
19,2026-09-18T08:51:03,2026-09-18T08:50:56-03:00,1,True,True,2026-09-18T08:50:55Z,1.0,False
19,2026-09-18T08:51:03,2026-09-18T08:50:56-03:00,2,True,True,2026-09-18T08:50:35Z,21.0,False
19,2026-09-18T08:51:03,2026-09-18T08:50:56-03:00,3,True,True,2026-09-18T08:50:35Z,21.0,False
19,2026-09-18T08:51:03,2026-09-18T08:50:56-03:00,4,True,True,2026-09-18T08:50:56Z,0.0,False
19,2026-09-18T08:51:03,2026-09-18T08:50:56-03:00,5,True,True,2026-09-18T08:50:35Z,21.0,False
19,2026-09-18T08:51:03,2026-09-18T08:50:56-03:00,6,True,True,2026-09-18T08:50:56Z,0.0,False
19,2026-09-18T08:51:03,2026-09-18T08:50:56-03:00,7,True,True,2026-09-18T08:50:56Z,0.0,False
19,2026-09-18T08:51:03,2026-09-18T08:50:56-03:00,8,True,True,2026-09-18T08:50:56Z,0.0,False
19,2026-09-18T08:51:03,2026-09-18T08:50:56-03:00,9,True,True,2026-09-18T08:50:56Z,0.0,False
19,2026-09-18T08:51:03,2026-09-18T08:50:56-03:00,10,True,True,2026-09-18T08:50:35Z,21.0,False
19,2026-09-18T08:51:03,2026-09-18T08:50:56-03:00,11,True,True,2026-09-18T08:50:35Z,21.0,False
19,2026-09-18T08:51:03,2026-09-18T08:50:56-03:00,12,True,True,2026-09-18T08:50:35Z,21.0,False
19,2026-09-18T08:51:03,2026-09-18T08:50:56-03:00,13,True,False,,,False
19,2026-09-18T08:51:03,2026-09-18T08:50:56-03:00,14,True,False,,,False
19,2026-09-18T08:51:03,2026-09-18T08:50:56-03:00,15,True,False,,,False
19,2026-09-18T08:51:03,2026-09-18T08:50:56-03:00,16,True,False,,,False
20,2026-09-18T08:51:24,2026-09-18T08:51:18-03:00,1,True,True,2026-09-18T08:50:55Z,23.0,False
20,2026-09-18T08:51:24,2026-09-18T08:51:18-03:00,2,True,True,2026-09-18T08:51:17Z,1.0,False
20,2026-09-18T08:51:24,2026-09-18T08:51:18-03:00,3,True,True,2026-09-18T08:50:56Z,22.0,False
20,2026-09-18T08:51:24,2026-09-18T08:51:18-03:00,4,True,True,2026-09-18T08:50:56Z,22.0,False
20,2026-09-18T08:51:24,2026-09-18T08:51:18-03:00,5,True,True,2026-09-18T08:50:56Z,22.0,False
20,2026-09-18T08:51:24,2026-09-18T08:51:18-03:00,6,True,True,2026-09-18T08:50:57Z,21.0,False
20,2026-09-18T08:51:24,2026-09-18T08:51:18-03:00,7,True,True,2026-09-18T08:51:17Z,1.0,False
20,2026-09-18T08:51:24,2026-09-18T08:51:18-03:00,8,True,True,2026-09-18T08:51:17Z,1.0,False
20,2026-09-18T08:51:24,2026-09-18T08:51:18-03:00,9,True,True,2026-09-18T08:51:18Z,0.0,False
20,2026-09-18T08:51:24,2026-09-18T08:51:18-03:00,10,True,True,2026-09-18T08:50:56Z,22.0,False
20,2026-09-18T08:51:24,2026-09-18T08:51:18-03:00,11,True,True,2026-09-18T08:50:57Z,21.0,False
20,2026-09-18T08:51:24,2026-09-18T08:51:18-03:00,12,True,True,2026-09-18T08:50:57Z,21.0,False
20,2026-09-18T08:51:24,2026-09-18T08:51:18-03:00,13,True,False,,,False
20,2026-09-18T08:51:24,2026-09-18T08:51:18-03:00,14,True,False,,,False
20,2026-09-18T08:51:24,2026-09-18T08:51:18-03:00,15,True,False,,,False
20,2026-09-18T08:51:24,2026-09-18T08:51:18-03:00,16,True,False,,,False
21,2026-09-18T08:51:45,2026-09-18T08:51:39-03:00,1,True,True,2026-09-18T08:51:17Z,22.0,False
21,2026-09-18T08:51:45,2026-09-18T08:51:39-03:00,2,True,True,2026-09-18T08:51:39Z,0.0,False
21,2026-09-18T08:51:45,2026-09-18T08:51:39-03:00,3,True,True,2026-09-18T08:51:17Z,22.0,False
21,2026-09-18T08:51:45,2026-09-18T08:51:39-03:00,4,True,True,2026-09-18T08:51:17Z,22.0,False
21,2026-09-18T08:51:45,2026-09-18T08:51:39-03:00,5,True,True,2026-09-18T08:51:17Z,22.0,False
21,2026-09-18T08:51:45,2026-09-18T08:51:39-03:00,6,True,True,2026-09-18T08:51:18Z,21.0,False
21,2026-09-18T08:51:45,2026-09-18T08:51:39-03:00,7,True,True,2026-09-18T08:51:39Z,0.0,False
21,2026-09-18T08:51:45,2026-09-18T08:51:39-03:00,8,True,True,2026-09-18T08:51:17Z,22.0,False
21,2026-09-18T08:51:45,2026-09-18T08:51:39-03:00,9,True,True,2026-09-18T08:51:18Z,21.0,False
21,2026-09-18T08:51:45,2026-09-18T08:51:39-03:00,10,True,True,2026-09-18T08:51:17Z,22.0,False
21,2026-09-18T08:51:45,2026-09-18T08:51:39-03:00,11,True,True,2026-09-18T08:51:18Z,21.0,False
21,2026-09-18T08:51:45,2026-09-18T08:51:39-03:00,12,True,True,2026-09-18T08:51:18Z,21.0,False
21,2026-09-18T08:51:45,2026-09-18T08:51:39-03:00,13,True,False,,,False
21,2026-09-18T08:51:45,2026-09-18T08:51:39-03:00,14,True,False,,,False
21,2026-09-18T08:51:45,2026-09-18T08:51:39-03:00,15,True,False,,,False
21,2026-09-18T08:51:45,2026-09-18T08:51:39-03:00,16,True,False,,,False
22,2026-09-18T08:52:07,2026-09-18T08:52:01-03:00,1,True,True,2026-09-18T08:52:00Z,1.0,False
22,2026-09-18T08:52:07,2026-09-18T08:52:01-03:00,2,True,True,2026-09-18T08:51:39Z,22.0,False
22,2026-09-18T08:52:07,2026-09-18T08:52:01-03:00,3,True,True,2026-09-18T08:52:01Z,0.0,False
22,2026-09-18T08:52:07,2026-09-18T08:52:01-03:00,4,True,True,2026-09-18T08:52:01Z,0.0,False
22,2026-09-18T08:52:07,2026-09-18T08:52:01-03:00,5,True,True,2026-09-18T08:51:38Z,23.0,False
22,2026-09-18T08:52:07,2026-09-18T08:52:01-03:00,6,True,True,2026-09-18T08:51:39Z,22.0,False
22,2026-09-18T08:52:07,2026-09-18T08:52:01-03:00,7,True,True,2026-09-18T08:51:39Z,22.0,False
22,2026-09-18T08:52:07,2026-09-18T08:52:01-03:00,8,True,True,2026-09-18T08:52:01Z,0.0,False
22,2026-09-18T08:52:07,2026-09-18T08:52:01-03:00,9,True,True,2026-09-18T08:51:39Z,22.0,False
22,2026-09-18T08:52:07,2026-09-18T08:52:01-03:00,10,True,True,2026-09-18T08:52:01Z,0.0,False
22,2026-09-18T08:52:07,2026-09-18T08:52:01-03:00,11,True,True,2026-09-18T08:52:01Z,0.0,False
22,2026-09-18T08:52:07,2026-09-18T08:52:01-03:00,12,True,True,2026-09-18T08:51:40Z,21.0,False
22,2026-09-18T08:52:07,2026-09-18T08:52:01-03:00,13,True,False,,,False
22,2026-09-18T08:52:07,2026-09-18T08:52:01-03:00,14,True,False,,,False
22,2026-09-18T08:52:07,2026-09-18T08:52:01-03:00,15,True,False,,,False
22,2026-09-18T08:52:07,2026-09-18T08:52:01-03:00,16,True,False,,,False
23,2026-09-18T08:52:28,2026-09-18T08:52:22-03:00,1,True,True,2026-09-18T08:52:13Z,9.0,False
23,2026-09-18T08:52:28,2026-09-18T08:52:22-03:00,2,True,True,2026-09-18T08:52:01Z,21.0,False
23,2026-09-18T08:52:28,2026-09-18T08:52:22-03:00,3,True,True,2026-09-18T08:52:01Z,21.0,False
23,2026-09-18T08:52:28,2026-09-18T08:52:22-03:00,4,True,True,2026-09-18T08:52:01Z,21.0,False
23,2026-09-18T08:52:28,2026-09-18T08:52:22-03:00,5,True,True,2026-09-18T08:52:00Z,22.0,False
23,2026-09-18T08:52:28,2026-09-18T08:52:22-03:00,6,True,True,2026-09-18T08:52:01Z,21.0,False
23,2026-09-18T08:52:28,2026-09-18T08:52:22-03:00,7,True,True,2026-09-18T08:52:22Z,0.0,False
23,2026-09-18T08:52:28,2026-09-18T08:52:22-03:00,8,True,True,2026-09-18T08:52:22Z,0.0,False
23,2026-09-18T08:52:28,2026-09-18T08:52:22-03:00,9,True,True,2026-09-18T08:52:01Z,21.0,False
23,2026-09-18T08:52:28,2026-09-18T08:52:22-03:00,10,True,True,2026-09-18T08:52:02Z,20.0,False
23,2026-09-18T08:52:28,2026-09-18T08:52:22-03:00,11,True,True,2026-09-18T08:52:22Z,0.0,False
23,2026-09-18T08:52:28,2026-09-18T08:52:22-03:00,12,True,True,2026-09-18T08:52:02Z,20.0,False
23,2026-09-18T08:52:28,2026-09-18T08:52:22-03:00,13,True,False,,,False
23,2026-09-18T08:52:28,2026-09-18T08:52:22-03:00,14,True,False,,,False
23,2026-09-18T08:52:28,2026-09-18T08:52:22-03:00,15,True,False,,,False
23,2026-09-18T08:52:28,2026-09-18T08:52:22-03:00,16,True,False,,,False
24,2026-09-18T08:52:49,2026-09-18T08:52:43-03:00,1,True,True,2026-09-18T08:52:42Z,1.0,False
24,2026-09-18T08:52:49,2026-09-18T08:52:43-03:00,2,True,True,2026-09-18T08:52:22Z,21.0,False
24,2026-09-18T08:52:49,2026-09-18T08:52:43-03:00,3,True,True,2026-09-18T08:52:43Z,0.0,False
24,2026-09-18T08:52:49,2026-09-18T08:52:43-03:00,4,True,True,2026-09-18T08:52:22Z,21.0,False
24,2026-09-18T08:52:49,2026-09-18T08:52:43-03:00,5,True,True,2026-09-18T08:52:43Z,0.0,False
24,2026-09-18T08:52:49,2026-09-18T08:52:43-03:00,6,True,True,2026-09-18T08:52:22Z,21.0,False
24,2026-09-18T08:52:49,2026-09-18T08:52:43-03:00,7,True,True,2026-09-18T08:52:43Z,0.0,False
24,2026-09-18T08:52:49,2026-09-18T08:52:43-03:00,8,True,True,2026-09-18T08:52:23Z,20.0,False
24,2026-09-18T08:52:49,2026-09-18T08:52:43-03:00,9,True,True,2026-09-18T08:52:22Z,21.0,False
24,2026-09-18T08:52:49,2026-09-18T08:52:43-03:00,10,True,True,2026-09-18T08:52:43Z,0.0,False
24,2026-09-18T08:52:49,2026-09-18T08:52:43-03:00,11,True,True,2026-09-18T08:52:22Z,21.0,False
24,2026-09-18T08:52:49,2026-09-18T08:52:43-03:00,12,True,True,2026-09-18T08:52:23Z,20.0,False
24,2026-09-18T08:52:49,2026-09-18T08:52:43-03:00,13,True,False,,,False
24,2026-09-18T08:52:49,2026-09-18T08:52:43-03:00,14,True,False,,,False
24,2026-09-18T08:52:49,2026-09-18T08:52:43-03:00,15,True,False,,,False
24,2026-09-18T08:52:49,2026-09-18T08:52:43-03:00,16,True,False,,,False
