consulta,horario_pc,horario_dvr,canal,resolvido,gravacao_encontrada,ultima_gravacao,atraso_segundos,has_more
6,2026-09-18T08:46:24,2026-09-18T08:46:19-03:00,11,True,True,2026-09-18T08:46:19Z,0.0,False
6,2026-09-18T08:46:24,2026-09-18T08:46:19-03:00,12,True,True,2026-09-18T08:45:58Z,21.0,False
6,2026-09-18T08:46:24,2026-09-18T08:46:19-03:00,13,True,False,,,False
6,2026-09-18T08:46:24,2026-09-18T08:46:19-03:00,14,True,False,,,False
6,2026-09-18T08:46:24,2026-09-18T08:46:19-03:00,15,True,False,,,False
6,2026-09-18T08:46:24,2026-09-18T08:46:19-03:00,16,True,False,,,False
7,2026-09-18T08:46:45,2026-09-18T08:46:39-03:00,1,True,True,2026-09-18T08:44:57Z,102.0,False
7,2026-09-18T08:46:45,2026-09-18T08:46:39-03:00,2,True,True,2026-09-18T08:46:18Z,21.0,False
7,2026-09-18T08:46:45,2026-09-18T08:46:39-03:00,3,True,True,2026-09-18T08:46:18Z,21.0,False
7,2026-09-18T08:46:45,2026-09-18T08:46:39-03:00,4,True,True,2026-09-18T08:46:18Z,21.0,False
7,2026-09-18T08:46:45,2026-09-18T08:46:39-03:00,5,True,True,2026-09-18T08:46:18Z,21.0,False
7,2026-09-18T08:46:45,2026-09-18T08:46:39-03:00,6,True,True,2026-09-18T08:46:18Z,21.0,False
7,2026-09-18T08:46:45,2026-09-18T08:46:39-03:00,7,True,True,2026-09-18T08:46:19Z,20.0,False
7,2026-09-18T08:46:45,2026-09-18T08:46:39-03:00,8,True,True,2026-09-18T08:46:19Z,20.0,False
7,2026-09-18T08:46:45,2026-09-18T08:46:39-03:00,9,True,True,2026-09-18T08:46:18Z,21.0,False
7,2026-09-18T08:46:45,2026-09-18T08:46:39-03:00,10,True,True,2026-09-18T08:46:19Z,20.0,False
7,2026-09-18T08:46:45,2026-09-18T08:46:39-03:00,11,True,True,2026-09-18T08:46:19Z,20.0,False
7,2026-09-18T08:46:45,2026-09-18T08:46:39-03:00,12,True,True,2026-09-18T08:46:19Z,20.0,False
7,2026-09-18T08:46:45,2026-09-18T08:46:39-03:00,13,True,False,,,False
7,2026-09-18T08:46:45,2026-09-18T08:46:39-03:00,14,True,False,,,False
7,2026-09-18T08:46:45,2026-09-18T08:46:39-03:00,15,True,False,,,False
7,2026-09-18T08:46:45,2026-09-18T08:46:39-03:00,16,True,False,,,False
8,2026-09-18T08:47:07,2026-09-18T08:47:00-03:00,1,True,True,2026-09-18T08:44:57Z,123.0,False
8,2026-09-18T08:47:07,2026-09-18T08:47:00-03:00,2,True,True,2026-09-18T08:46:38Z,22.0,False
8,2026-09-18T08:47:07,2026-09-18T08:47:00-03:00,3,True,True,2026-09-18T08:46:59Z,1.0,False
8,2026-09-18T08:47:07,2026-09-18T08:47:00-03:00,4,True,True,2026-09-18T08:46:38Z,22.0,False
8,2026-09-18T08:47:07,2026-09-18T08:47:00-03:00,5,True,True,2026-09-18T08:46:39Z,21.0,False
8,2026-09-18T08:47:07,2026-09-18T08:47:00-03:00,6,True,True,2026-09-18T08:47:00Z,0.0,False
8,2026-09-18T08:47:07,2026-09-18T08:47:00-03:00,7,True,True,2026-09-18T08:46:38Z,22.0,False
8,2026-09-18T08:47:07,2026-09-18T08:47:00-03:00,8,True,True,2026-09-18T08:46:39Z,21.0,False
8,2026-09-18T08:47:07,2026-09-18T08:47:00-03:00,9,True,True,2026-09-18T08:46:39Z,21.0,False
8,2026-09-18T08:47:07,2026-09-18T08:47:00-03:00,10,True,True,2026-09-18T08:46:38Z,22.0,False
8,2026-09-18T08:47:07,2026-09-18T08:47:00-03:00,11,True,True,2026-09-18T08:46:39Z,21.0,False
8,2026-09-18T08:47:07,2026-09-18T08:47:00-03:00,12,True,True,2026-09-18T08:47:00Z,0.0,False
8,2026-09-18T08:47:07,2026-09-18T08:47:00-03:00,13,True,False,,,False
8,2026-09-18T08:47:07,2026-09-18T08:47:00-03:00,14,True,False,,,False
8,2026-09-18T08:47:07,2026-09-18T08:47:00-03:00,15,True,False,,,False
8,2026-09-18T08:47:07,2026-09-18T08:47:00-03:00,16,True,False,,,False
9,2026-09-18T08:47:30,2026-09-18T08:47:21-03:00,1,True,True,2026-09-18T08:44:57Z,144.0,False
9,2026-09-18T08:47:30,2026-09-18T08:47:21-03:00,2,True,True,2026-09-18T08:46:59Z,22.0,False
9,2026-09-18T08:47:30,2026-09-18T08:47:21-03:00,3,True,True,2026-09-18T08:47:21Z,0.0,False
9,2026-09-18T08:47:30,2026-09-18T08:47:21-03:00,4,True,True,2026-09-18T08:46:59Z,22.0,False
9,2026-09-18T08:47:30,2026-09-18T08:47:21-03:00,5,True,True,2026-09-18T08:47:00Z,21.0,False
9,2026-09-18T08:47:30,2026-09-18T08:47:21-03:00,6,True,True,2026-09-18T08:47:00Z,21.0,False
9,2026-09-18T08:47:30,2026-09-18T08:47:21-03:00,7,True,True,2026-09-18T08:47:21Z,0.0,False
9,2026-09-18T08:47:30,2026-09-18T08:47:21-03:00,8,True,True,2026-09-18T08:47:00Z,21.0,False
9,2026-09-18T08:47:30,2026-09-18T08:47:21-03:00,9,True,True,2026-09-18T08:47:21Z,0.0,False
9,2026-09-18T08:47:30,2026-09-18T08:47:21-03:00,10,True,True,2026-09-18T08:47:00Z,21.0,False
9,2026-09-18T08:47:30,2026-09-18T08:47:21-03:00,11,True,True,2026-09-18T08:47:01Z,20.0,False
9,2026-09-18T08:47:30,2026-09-18T08:47:21-03:00,12,True,True,2026-09-18T08:47:00Z,21.0,False
9,2026-09-18T08:47:30,2026-09-18T08:47:21-03:00,13,True,False,,,False
9,2026-09-18T08:47:30,2026-09-18T08:47:21-03:00,14,True,False,,,False
9,2026-09-18T08:47:30,2026-09-18T08:47:21-03:00,15,True,False,,,False
9,2026-09-18T08:47:30,2026-09-18T08:47:21-03:00,16,True,False,,,False
10,2026-09-18T08:47:52,2026-09-18T08:47:45-03:00,1,True,True,2026-09-18T08:44:57Z,168.0,False
10,2026-09-18T08:47:52,2026-09-18T08:47:45-03:00,2,True,True,2026-09-18T08:47:21Z,24.0,False
10,2026-09-18T08:47:52,2026-09-18T08:47:45-03:00,3,True,True,2026-09-18T08:47:44Z,1.0,False
10,2026-09-18T08:47:52,2026-09-18T08:47:45-03:00,4,True,True,2026-09-18T08:47:21Z,24.0,False
10,2026-09-18T08:47:52,2026-09-18T08:47:45-03:00,5,True,True,2026-09-18T08:47:45Z,0.0,False
10,2026-09-18T08:47:52,2026-09-18T08:47:45-03:00,6,True,True,2026-09-18T08:47:45Z,0.0,False
10,2026-09-18T08:47:52,2026-09-18T08:47:45-03:00,7,True,True,2026-09-18T08:47:21Z,24.0,False
10,2026-09-18T08:47:52,2026-09-18T08:47:45-03:00,8,True,True,2026-09-18T08:47:45Z,0.0,False
10,2026-09-18T08:47:52,2026-09-18T08:47:45-03:00,9,True,True,2026-09-18T08:47:22Z,23.0,False
10,2026-09-18T08:47:52,2026-09-18T08:47:45-03:00,10,True,True,2026-09-18T08:47:21Z,24.0,False
10,2026-09-18T08:47:52,2026-09-18T08:47:45-03:00,11,True,True,2026-09-18T08:47:45Z,0.0,False
10,2026-09-18T08:47:52,2026-09-18T08:47:45-03:00,12,True,True,2026-09-18T08:47:23Z,22.0,False
10,2026-09-18T08:47:52,2026-09-18T08:47:45-03:00,13,True,False,,,False
10,2026-09-18T08:47:52,2026-09-18T08:47:45-03:00,14,True,False,,,False
10,2026-09-18T08:47:52,2026-09-18T08:47:45-03:00,15,True,False,,,False
10,2026-09-18T08:47:52,2026-09-18T08:47:45-03:00,16,True,False,,,False
11,2026-09-18T08:48:13,2026-09-18T08:48:07-03:00,1,True,True,2026-09-18T08:44:57Z,190.0,False
11,2026-09-18T08:48:13,2026-09-18T08:48:07-03:00,2,True,True,2026-09-18T08:47:44Z,23.0,False
11,2026-09-18T08:48:13,2026-09-18T08:48:07-03:00,3,True,True,2026-09-18T08:47:44Z,23.0,False
11,2026-09-18T08:48:13,2026-09-18T08:48:07-03:00,4,True,True,2026-09-18T08:47:45Z,22.0,False
11,2026-09-18T08:48:13,2026-09-18T08:48:07-03:00,5,True,True,2026-09-18T08:47:45Z,22.0,False
11,2026-09-18T08:48:13,2026-09-18T08:48:07-03:00,6,True,True,2026-09-18T08:47:45Z,22.0,False
11,2026-09-18T08:48:13,2026-09-18T08:48:07-03:00,7,True,True,2026-09-18T08:47:45Z,22.0,False
11,2026-09-18T08:48:13,2026-09-18T08:48:07-03:00,8,True,True,2026-09-18T08:47:45Z,22.0,False
11,2026-09-18T08:48:13,2026-09-18T08:48:07-03:00,9,True,True,2026-09-18T08:47:46Z,21.0,False
11,2026-09-18T08:48:13,2026-09-18T08:48:07-03:00,10,True,True,2026-09-18T08:47:45Z,22.0,False
11,2026-09-18T08:48:13,2026-09-18T08:48:07-03:00,11,True,True,2026-09-18T08:47:46Z,21.0,False
11,2026-09-18T08:48:13,2026-09-18T08:48:07-03:00,12,True,True,2026-09-18T08:47:46Z,21.0,False
11,2026-09-18T08:48:13,2026-09-18T08:48:07-03:00,13,True,False,,,False
11,2026-09-18T08:48:13,2026-09-18T08:48:07-03:00,14,True,False,,,False
11,2026-09-18T08:48:13,2026-09-18T08:48:07-03:00,15,True,False,,,False
11,2026-09-18T08:48:13,2026-09-18T08:48:07-03:00,16,True,False,,,False
12,2026-09-18T08:48:33,2026-09-18T08:48:28-03:00,1,True,True,2026-09-18T08:44:57Z,211.0,False
12,2026-09-18T08:48:33,2026-09-18T08:48:28-03:00,2,True,True,2026-09-18T08:48:06Z,22.0,False
12,2026-09-18T08:48:33,2026-09-18T08:48:28-03:00,3,True,True,2026-09-18T08:48:06Z,22.0,False
12,2026-09-18T08:48:33,2026-09-18T08:48:28-03:00,4,True,True,2026-09-18T08:48:06Z,22.0,False
12,2026-09-18T08:48:33,2026-09-18T08:48:28-03:00,5,True,True,2026-09-18T08:48:07Z,21.0,False
12,2026-09-18T08:48:33,2026-09-18T08:48:28-03:00,6,True,True,2026-09-18T08:48:28Z,0.0,False
12,2026-09-18T08:48:33,2026-09-18T08:48:28-03:00,7,True,True,2026-09-18T08:48:07Z,21.0,False
12,2026-09-18T08:48:33,2026-09-18T08:48:28-03:00,8,True,True,2026-09-18T08:48:07Z,21.0,False
12,2026-09-18T08:48:33,2026-09-18T08:48:28-03:00,9,True,True,2026-09-18T08:48:07Z,21.0,False
12,2026-09-18T08:48:33,2026-09-18T08:48:28-03:00,10,True,True,2026-09-18T08:48:07Z,21.0,False
12,2026-09-18T08:48:33,2026-09-18T08:48:28-03:00,11,True,True,2026-09-18T08:48:07Z,21.0,False
12,2026-09-18T08:48:33,2026-09-18T08:48:28-03:00,12,True,True,2026-09-18T08:48:07Z,21.0,False
12,2026-09-18T08:48:33,2026-09-18T08:48:28-03:00,13,True,False,,,False
12,2026-09-18T08:48:33,2026-09-18T08:48:28-03:00,14,True,False,,,False
12,2026-09-18T08:48:33,2026-09-18T08:48:28-03:00,15,True,False,,,False
12,2026-09-18T08:48:33,2026-09-18T08:48:28-03:00,16,True,False,,,False
13,2026-09-18T08:48:55,2026-09-18T08:48:48-03:00,1,True,True,2026-09-18T08:44:57Z,231.0,False
13,2026-09-18T08:48:55,2026-09-18T08:48:48-03:00,2,True,True,2026-09-18T08:48:48Z,0.0,False
13,2026-09-18T08:48:55,2026-09-18T08:48:48-03:00,3,True,True,2026-09-18T08:48:48Z,0.0,False
13,2026-09-18T08:48:55,2026-09-18T08:48:48-03:00,4,True,True,2026-09-18T08:48:48Z,0.0,False
13,2026-09-18T08:48:55,2026-09-18T08:48:48-03:00,5,True,True,2026-09-18T08:48:27Z,21.0,False
13,2026-09-18T08:48:55,2026-09-18T08:48:48-03:00,6,True,True,2026-09-18T08:48:28Z,20.0,False
13,2026-09-18T08:48:55,2026-09-18T08:48:48-03:00,7,True,True,2026-09-18T08:48:27Z,21.0,False
13,2026-09-18T08:48:55,2026-09-18T08:48:48-03:00,8,True,True,2026-09-18T08:48:48Z,0.0,False
13,2026-09-18T08:48:55,2026-09-18T08:48:48-03:00,9,True,True,2026-09-18T08:48:48Z,0.0,False
13,2026-09-18T08:48:55,2026-09-18T08:48:48-03:00,10,True,True,2026-09-18T08:48:27Z,21.0,False
13,2026-09-18T08:48:55,2026-09-18T08:48:48-03:00,11,True,True,2026-09-18T08:48:48Z,0.0,False
13,2026-09-18T08:48:55,2026-09-18T08:48:48-03:00,12,True,True,2026-09-18T08:48:27Z,21.0,False
13,2026-09-18T08:48:55,2026-09-18T08:48:48-03:00,13,True,False,,,False
13,2026-09-18T08:48:55,2026-09-18T08:48:48-03:00,14,True,False,,,False
13,2026-09-18T08:48:55,2026-09-18T08:48:48-03:00,15,True,False,,,False
13,2026-09-18T08:48:55,2026-09-18T08:48:48-03:00,16,True,False,,,False
14,2026-09-18T08:49:16,2026-09-18T08:49:10-03:00,1,True,True,2026-09-18T08:44:57Z,253.0,False
14,2026-09-18T08:49:16,2026-09-18T08:49:10-03:00,2,True,True,2026-09-18T08:49:09Z,1.0,False
14,2026-09-18T08:49:16,2026-09-18T08:49:10-03:00,3,True,True,2026-09-18T08:49:09Z,1.0,False
14,2026-09-18T08:49:16,2026-09-18T08:49:10-03:00,4,True,True,2026-09-18T08:49:09Z,1.0,False
14,2026-09-18T08:49:16,2026-09-18T08:49:10-03:00,5,True,True,2026-09-18T08:48:49Z,21.0,False
14,2026-09-18T08:49:16,2026-09-18T08:49:10-03:00,6,True,True,2026-09-18T08:49:10Z,0.0,False
14,2026-09-18T08:49:16,2026-09-18T08:49:10-03:00,7,True,True,2026-09-18T08:48:49Z,21.0,False
14,2026-09-18T08:49:16,2026-09-18T08:49:10-03:00,8,True,True,2026-09-18T08:48:49Z,21.0,False
14,2026-09-18T08:49:16,2026-09-18T08:49:10-03:00,9,True,True,2026-09-18T08:49:10Z,0.0,False
14,2026-09-18T08:49:16,2026-09-18T08:49:10-03:00,10,True,True,2026-09-18T08:48:49Z,21.0,False
14,2026-09-18T08:49:16,2026-09-18T08:49:10-03:00,11,True,True,2026-09-18T08:48:49Z,21.0,False
14,2026-09-18T08:49:16,2026-09-18T08:49:10-03:00,12,True,True,2026-09-18T08:48:49Z,21.0,False
14,2026-09-18T08:49:16,2026-09-18T08:49:10-03:00,13,True,False,,,False
14,2026-09-18T08:49:16,2026-09-18T08:49:10-03:00,14,True,False,,,False
14,2026-09-18T08:49:16,2026-09-18T08:49:10-03:00,15,True,False,,,False
14,2026-09-18T08:49:16,2026-09-18T08:49:10-03:00,16,True,False,,,False
15,2026-09-18T08:49:38,2026-09-18T08:49:31-03:00,1,True,True,2026-09-18T08:44:57Z,274.0,False
15,2026-09-18T08:49:38,2026-09-18T08:49:31-03:00,2,True,True,2026-09-18T08:49:31Z,0.0,False
15,2026-09-18T08:49:38,2026-09-18T08:49:31-03:00,3,True,True,2026-09-18T08:49:09Z,22.0,False
15,2026-09-18T08:49:38,2026-09-18T08:49:31-03:00,4,True,True,2026-09-18T08:49:09Z,22.0,False
15,2026-09-18T08:49:38,2026-09-18T08:49:31-03:00,5,True,True,2026-09-18T08:49:10Z,21.0,False
15,2026-09-18T08:49:38,2026-09-18T08:49:31-03:00,6,True,True,2026-09-18T08:49:10Z,21.0,False
15,2026-09-18T08:49:38,2026-09-18T08:49:31-03:00,7,True,True,2026-09-18T08:49:31Z,0.0,False
15,2026-09-18T08:49:38,2026-09-18T08:49:31-03:00,8,True,True,2026-09-18T08:49:10Z,21.0,False
15,2026-09-18T08:49:38,2026-09-18T08:49:31-03:00,9,True,True,2026-09-18T08:49:10Z,21.0,False
15,2026-09-18T08:49:38,2026-09-18T08:49:31-03:00,10,True,True,2026-09-18T08:49:10Z,21.0,False
15,2026-09-18T08:49:38,2026-09-18T08:49:31-03:00,11,True,True,2026-09-18T08:49:31Z,0.0,False
15,2026-09-18T08:49:38,2026-09-18T08:49:31-03:00,12,True,True,2026-09-18T08:49:10Z,21.0,False
15,2026-09-18T08:49:38,2026-09-18T08:49:31-03:00,13,True,False,,,False
15,2026-09-18T08:49:38,2026-09-18T08:49:31-03:00,14,True,False,,,False
15,2026-09-18T08:49:38,2026-09-18T08:49:31-03:00,15,True,False,,,False
15,2026-09-18T08:49:38,2026-09-18T08:49:31-03:00,16,True,False,,,False
16,2026-09-18T08:50:00,2026-09-18T08:49:53-03:00,1,True,True,2026-09-18T08:49:30Z,23.0,False
16,2026-09-18T08:50:00,2026-09-18T08:49:53-03:00,2,True,True,2026-09-18T08:49:52Z,1.0,False
16,2026-09-18T08:50:00,2026-09-18T08:49:53-03:00,3,True,True,2026-09-18T08:49:31Z,22.0,False
16,2026-09-18T08:50:00,2026-09-18T08:49:53-03:00,4,True,True,2026-09-18T08:49:52Z,1.0,False
16,2026-09-18T08:50:00,2026-09-18T08:49:53-03:00,5,True,True,2026-09-18T08:49:32Z,21.0,False
16,2026-09-18T08:50:00,2026-09-18T08:49:53-03:00,6,True,True,2026-09-18T08:49:53Z,0.0,False
16,2026-09-18T08:50:00,2026-09-18T08:49:53-03:00,7,True,True,2026-09-18T08:49:53Z,0.0,False
16,2026-09-18T08:50:00,2026-09-18T08:49:53-03:00,8,True,True,2026-09-18T08:49:32Z,21.0,False
16,2026-09-18T08:50:00,2026-09-18T08:49:53-03:00,9,True,True,2026-09-18T08:49:53Z,0.0,False
16,2026-09-18T08:50:00,2026-09-18T08:49:53-03:00,10,True,True,2026-09-18T08:49:53Z,0.0,False
16,2026-09-18T08:50:00,2026-09-18T08:49:53-03:00,11,True,True,2026-09-18T08:49:53Z,0.0,False
16,2026-09-18T08:50:00,2026-09-18T08:49:53-03:00,12,True,True,2026-09-18T08:49:53Z,0.0,False
